01:24:12.289 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:12.798 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:13.301 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:13.805 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:14.309 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:14.812 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:15.343 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:15.859 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:16.361 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:16.867 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:17.371 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:17.882 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:18.389 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:18.895 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:19.414 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:19.921 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:20.422 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:20.930 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:21.445 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:21.947 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:22.450 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:22.952 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:23.452 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:23.954 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:24.457 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:24.959 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:25.460 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:25.963 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:26.477 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:26.978 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:27.480 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:27.985 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:28.492 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:29.000 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:29.509 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:30.014 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:30.517 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:31.018 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:31.521 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:32.023 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:24:32.244 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
01:24:32.253 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
01:25:26.815 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.7.Final
01:25:26.889 [main] INFO  com.tan.labbackend.WebsocketTest - Starting WebsocketTest using Java 16.0.2 on LAPTOP-RR0F39HJ with PID 240 (started by Feihang Yang in D:\Code\Github_Desktop\2022 - course - coop\软件测试\SoftwareTesting-Demo\Backend)
01:25:26.895 [main] INFO  com.tan.labbackend.WebsocketTest - No active profile set, falling back to default profiles: default
01:25:29.961 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
01:25:30.105 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.32.Final
